ранг	кандзи	freq	pmw	кум%	написания
86	小	132767	679.7311	33.076	小(24919)/小さな(12638)/小さい(6867)/小説(6599)/小学(5161)/小さく(5062)/小屋(3132)/小泉(2674)/小型(2411)/小売(2112)/小林(2060)/縮小(2004)/最小(1793)/小麦(1547)/小児(1538)/小さじ(1450)/小川(1392)/小野(1149)/小沢(1020)/小物(968)
87	知	131852	675.0466	33.299	知ら(26995)/知っ(21702)/知識(9137)/知り(7394)/知れ(6764)/知る(6354)/知恵(4944)/通知(4007)/知事(4004)/承知(3918)/知的(2765)/存知(2715)/認知(2324)/知り合い(2119)/愛知(1724)/知人(1693)/知らせ(1446)/高知(1198)/周知(1155)/知(1023)
88	彼	131040	670.8894	33.520	彼(87535)/彼女(39106)/彼氏(2679)/彼方(734)/彼岸(498)/元彼(170)/彼我(106)/誰彼(61)/彼奴(46)/彼れ(31)/彼処(16)/彼方此方(12)/彼好み(8)/彼是(6)/西彼杵(6)/彼此(4)/東彼杵(4)/元彼女(3)/彼所(3)/彼の(2)
89	現	130836	669.8450	33.741	現在(34025)/表現(12624)/現実(12181)/実現(9197)/現代(7575)/現場(6940)/現象(5754)/現状(5300)/現れ(4539)/現地(4156)/現(3892)/出現(3016)/現金(2389)/現行(2263)/現われ(2013)/現れる(1712)/現に(1490)/再現(1441)/現役(1431)/発現(1081)
90	取	129501	663.0101	33.959	取引(11936)/取得(7047)/取っ(6390)/取り(4811)/取る(3957)/取締(3956)/取材(3925)/取り組み(2938)/取り上げ(2898)/取れ(2849)/取り組ん(2443)/取ら(2376)/取り出し(2364)/摂取(1967)/取り入れ(1786)/受け取っ(1736)/取り組む(1735)/取り付け(1401)/取扱(1316)/取扱い(1200)
91	以	128972	660.3018	34.177	以上(46659)/以外(19301)/以下(18956)/以前(13100)/以降(10960)/以来(8035)/以内(4817)/以後(4031)/以(1434)/所以(262)/以て(217)/以北(200)/以南(177)/以西(146)/以っ(109)/以東(69)/希以子(67)/以心(55)/以蔵(52)/玄以(39)
92	明	127628	653.4209	34.392	説明(23356)/明らか(12035)/明日(10424)/明治(9164)/証明(6564)/明確(5606)/不明(3993)/文明(3336)/明るい(3161)/透明(2828)/明るく(2557)/表明(2174)/発明(1925)/解明(1718)/照明(1586)/明(1531)/判明(1474)/明記(1457)/明け(1246)/明かり(1179)
93	最	127533	652.9345	34.607	最近(21263)/最初(20168)/最後(19097)/最も(12861)/最高(10265)/最大(9015)/最終(8152)/最(5265)/最低(4165)/最新(2411)/最小(1793)/最適(1786)/最悪(1709)/最中(1668)/最強(807)/最上(734)/最善(602)/最期(579)/最判(514)/最良(487)
94	持	124565	637.7391	34.818	持っ(34400)/気持ち(20485)/持つ(11735)/維持(8426)/持ち(6923)/持た(3976)/支持(3773)/気持(2919)/持続(2252)/持参(2185)/保持(2044)/金持ち(1462)/持ち主(1207)/持ち物(1165)/持て(1071)/所持(1002)/持ち出し(746)/持ち上げ(731)/持てる(681)/持株(564)
95	教	123997	634.8311	35.027	教え(30748)/教育(27783)/宗教(6953)/教授(6916)/教室(6644)/教(6025)/教師(5432)/教会(3949)/教科(3496)/仏教(2869)/教える(2024)/教員(1956)/教養(1538)/教材(1120)/教訓(942)/説教(920)/教団(731)/教職員(714)/教諭(527)/教官(518)
96	数	123624	632.9215	35.236	数(46152)/多数(6485)/数字(5501)/複数(4684)/件数(3798)/数値(3217)/人数(3178)/手数(2704)/数学(2579)/指数(2394)/関数(2231)/回数(2163)/数多く(2148)/数量(2126)/少数(1858)/数え(1858)/半数(1718)/数十(1679)/数々(1352)/変数(1290)
97	回	122175	625.5030	35.442	回(39195)/今回(16303)/回答(9401)/回復(6105)/回転(4532)/回収(3032)/前回(2719)/回っ(2476)/回数(2163)/回線(2104)/回り(2029)/回し(1921)/回路(1809)/次回(1733)/回避(1642)/毎回(1407)/上回っ(1218)/上回る(1203)/回る(1089)/巡回(798)
98	保	121043	619.7074	35.646	保険(26046)/保護(15159)/確保(9894)/保健(8060)/保存(7580)/保育(6101)/保障(5653)/保証(5471)/保全(5354)/保有(3496)/担保(2308)/保安(2209)/保管(2109)/保持(2044)/保守(1744)/保つ(1278)/安保(963)/保っ(953)/大久保(922)/保ち(801)
99	多	120787	618.3968	35.850	多く(37147)/多い(33049)/多数(6485)/多様(5540)/多(4621)/多少(4004)/多かっ(3633)/多分(3558)/数多く(2148)/多発(1049)/多額(847)/多摩(840)/博多(812)/多彩(767)/多量(708)/多大(651)/多々(617)/多め(588)/多角(586)/滅多(580)
100	新	120485	616.8506	36.053	新(20325)/新しい(19457)/新聞(13969)/新た(9954)/更新(4434)/新規(3861)/新宿(2807)/最新(2411)/新しく(2408)/新潟(2284)/新鮮(1953)/新設(1696)/革新(1628)/新人(1260)/新生(1189)/新築(1054)/維新(1004)/新型(985)/新品(872)/新作(819)
101	外	120364	616.2311	36.256	以外(19301)/外(18231)/外国(13394)/海外(8837)/意外(4540)/外交(3365)/外部(3182)/外務(2534)/外科(2437)/例外(2406)/外側(1724)/外出(1687)/外し(1646)/郊外(1417)/外れ(1362)/内外(1334)/外来(1247)/対外(1091)/除外(1037)/外相(1012)
102	感	120312	615.9649	36.459	感じ(41699)/感(18596)/感覚(6906)/感情(6661)/感じる(5950)/感染(4767)/感謝(4748)/感動(3662)/実感(2604)/感想(2584)/感心(1668)/予感(1313)/敏感(1264)/感触(1142)/共感(1129)/感性(1111)/感激(971)/快感(913)/直感(656)/感度(638)
103	主	116513	596.5151	36.656	主義(19980)/主(10113)/主人(9669)/主張(8266)/民主(5995)/主要(5317)/主体(4480)/株主(3678)/主な(3524)/自主(3406)/主に(2838)/主婦(2799)/主催(2185)/主題(1584)/主導(1472)/主役(1389)/主流(1307)/主任(1220)/持ち主(1207)/主演(1106)
104	市	116189	594.8563	36.852	市(51032)/都市(18556)/市場(14598)/市民(13116)/市街(2883)/市内(2345)/市販(1743)/市長(1639)/市川(949)/市政(743)/本市(482)/市税(428)/市営(386)/市町村長(343)/同市(330)/市況(307)/市外(280)/四日市(186)/市制(173)/市井(168)
105	員	115389	590.7605	37.047	委員(35490)/員(24305)/職員(8601)/議員(6135)/社員(6059)/全員(5960)/定員(4561)/会員(4027)/人員(3034)/役員(2815)/教員(1956)/店員(1573)/動員(1300)/一員(1060)/船員(840)/要員(807)/隊員(753)/教職員(714)/満員(517)/党員(388)
106	開	114915	588.3337	37.241	開発(24085)/開催(9987)/開始(9905)/展開(9313)/開い(7255)/公開(6655)/開け(6121)/開か(4294)/開く(3315)/開き(3232)/開設(2312)/開放(2270)/開示(1615)/開ける(1610)/開拓(1472)/再開(1469)/開業(1405)/開花(922)/開幕(921)/開館(759)
107	表	114466	586.0350	37.434	表(23251)/表示(15122)/代表(13501)/表現(12624)/発表(10018)/表情(8008)/表面(4669)/公表(2555)/表す(2404)/表し(2276)/表明(2174)/図表(2160)/表記(1403)/表彰(1260)/表紙(1235)/表れ(818)/地表(661)/表さ(637)/表わす(591)/諸表(556)
108	先	114359	585.4872	37.627	先(28531)/先生(26711)/先ほど(6295)/先日(4251)/優先(4159)/先輩(3452)/先着(2860)/先進(2749)/先端(2320)/先行(2194)/先頭(1491)/先週(1408)/指先(1264)/先祖(1258)/先発(921)/先物(789)/先月(780)/祖先(735)/先ず(700)/先程(683)
109	不	113114	579.1131	37.818	不(33276)/不安(10380)/不思議(6751)/不足(6343)/不明(3993)/不満(3456)/不良(2879)/不要(2464)/不幸(2444)/不可欠(2310)/不況(2130)/不正(2030)/不法(1633)/不当(1630)/不快(1431)/不可(1172)/不利(1129)/不意(1113)/不在(1098)/不倫(1083)
110	変	111966	573.2356	38.007	変化(19426)/大変(13857)/変更(11556)/変わっ(8906)/変え(8330)/変わら(5888)/変(4714)/変わり(4658)/変わる(3913)/変動(3630)/変える(3557)/変換(2182)/変形(1357)/変数(1290)/変革(1190)/変身(1084)/変っ(838)/変異(671)/変容(626)/変遷(582)
111	水	111906	572.9285	38.196	水(31745)/水準(5589)/水産(3384)/水道(2785)/清水(2298)/水分(2265)/下水(1996)/水質(1851)/水曜(1552)/水平(1533)/排水(1520)/水素(1459)/水面(1333)/海水(1329)/洪水(1189)/水戸(1136)/水田(1085)/水中(1016)/水槽(997)/潜水(951)
112	機	110881	567.6807	38.383	機(21205)/機関(20886)/機能(18949)/機会(7843)/機械(7136)/危機(5133)/機構(4731)/機器(4234)/動機(2211)/機嫌(2211)/機種(1888)/有機(1832)/契機(1333)/機動(1037)/待機(973)/機体(901)/電機(599)/機材(549)/機内(468)/投機(462)
113	使	110152	563.9485	38.569	使用(25118)/使っ(23218)/使う(13019)/使い(12273)/使わ(11528)/使え(4176)/使える(3188)/行使(2544)/大使(2156)/天使(1497)/使命(1205)/使(1100)/駆使(797)/使者(791)/労使(599)/使い分け(566)/使節(561)/使おう(521)/公使(354)/使い捨て(330)
114	等	109290	559.5353	38.753	等(92636)/高等(3344)/平等(2721)/等々(1441)/均等(1129)/等しい(1008)/同等(992)/対等(738)/等分(507)/等しく(491)/中等(484)/等級(453)/上等(444)/劣等(301)/優等(263)/初等(250)/等価(243)/不比等(154)/等身(152)/下等(143)
115	名	109232	559.2383	38.937	名(27927)/名前(15830)/有名(7578)/名古屋(3310)/名称(2917)/氏名(2914)/名誉(2030)/署名(1809)/大名(1699)/名義(1578)/名詞(1456)/指名(1455)/地名(1195)/名目(1144)/名簿(1118)/名刺(1041)/名人(924)/名物(904)/名づけ(889)/本名(837)
116	文	107906	552.4496	39.119	文化(20559)/文字(14682)/文(7612)/文書(5592)/文学(5522)/文章(5455)/注文(3986)/文明(3336)/文部(3102)/論文(3093)/文句(2945)/文献(2196)/文庫(1747)/本文(1541)/天文(1082)/文法(1031)/文芸(830)/縄文(703)/英文(652)/文脈(631)
117	期	107580	550.7805	39.301	期間(17509)/期(17394)/時期(13807)/期待(12493)/長期(5924)/初期(4771)/定期(4041)/期限(3455)/早期(2909)/後期(2790)/短期(2530)/期日(1529)/同期(1508)/中期(1487)/前期(1288)/末期(1219)/周期(1172)/任期(973)/画期(707)/延期(681)
118	民	106547	545.4918	39.481	国民(21043)/市民(13116)/住民(9745)/民間(7380)/民族(6039)/民主(5995)/民(4890)/自民(3021)/公民(2692)/人民(2547)/農民(2320)/民営(1981)/植民(1974)/民衆(1934)/民法(1758)/移民(1452)/庶民(1414)/区民(1391)/民事(1175)/難民(1024)
119	五	106257	544.0071	39.660	五(79604)/五十(12538)/五百(2866)/五千(1843)/五輪(1164)/五、六(595)/五郎(532)/四、五(486)/五十嵐(283)/五感(277)/五条(257)/五入(217)/五島(180)/五行(177)/七五三(153)/五日市(149)/五体(127)/五穀(119)/五色(118)/五目(113)
120	経	104856	536.8344	39.837	経済(33263)/経営(16621)/経験(14803)/神経(7757)/経(5390)/経過(5092)/経費(3972)/経っ(1985)/経緯(1849)/経由(1547)/経路(1307)/経常(1241)/日経(1122)/経理(960)/経歴(824)/経つ(667)/義経(590)/月経(441)/経ち(409)/経典(316)
121	世	104566	535.3496	40.014	世界(42903)/世紀(13377)/世(5926)/世代(5889)/世帯(5610)/世話(4181)/世の中(3760)/世間(3658)/この世(2601)/中世(2242)/世論(1533)/世田谷(1247)/出世(1015)/近世(886)/後世(759)/世俗(405)/浮世(398)/あの世(386)/現世(361)/救世(345)
122	道	103833	531.5969	40.189	道(27159)/道路(12036)/鉄道(5310)/北海道(5203)/報道(4450)/道具(4042)/水道(2785)/道徳(2026)/国道(1695)/街道(1536)/軌道(1478)/歩道(1315)/修道(1178)/道場(1047)/東海道(807)/神道(768)/柔道(738)/人道(643)/林道(641)/武道(596)
123	食	103719	531.0132	40.364	食べ(23284)/食事(10491)/食べる(7347)/食(6347)/食品(5712)/食べ物(2676)/夕食(2585)/食料(2582)/食糧(2040)/朝食(2001)/昼食(1941)/食堂(1595)/食物(1590)/食材(1477)/食欲(1436)/給食(1375)/飲食(1330)/食っ(1303)/食器(1161)/食卓(995)
124	面	103648	530.6497	40.539	面(16521)/画面(6528)/表面(4669)/面白い(4583)/場面(4398)/面積(4390)/面倒(3947)/方面(3286)/正面(3282)/側面(3246)/地面(2499)/面接(2309)/全面(2167)/一面(1834)/真面目(1601)/当面(1525)/直面(1423)/書面(1364)/斜面(1346)/水面(1333)
125	政	103318	528.9602	40.713	政府(24867)/政治(17438)/行政(13745)/政策(13456)/財政(8126)/政権(5122)/政令(2799)/政党(1940)/郵政(1586)/市政(743)/政務(626)/政(604)/政界(526)/農政(525)/国政(483)/家政(430)/内政(351)/安政(340)/寛政(325)/行財政(315)
126	山	103059	527.6342	40.887	山(20478)/山本(3334)/沢山(2631)/山口(2490)/山田(2366)/登山(1789)/火山(1682)/岡山(1535)/山崎(1375)/山形(1369)/中山(1331)/和歌山(1225)/青山(1083)/片山(1051)/山頂(1018)/高山(990)/富山(975)/山中(904)/山岳(870)/山下(868)
127	少	102329	523.8968	41.060	少し(33133)/少なく(12235)/少年(10872)/少ない(9458)/減少(9451)/少女(4840)/多少(4004)/少々(3620)/青少年(2628)/少数(1858)/少量(1143)/少なかっ(885)/少子(872)/少なから(681)/少(651)/少佐(621)/年少(495)/少額(475)/少将(425)/幼少(422)
128	々	102131	522.8831	41.232	人々(15614)/我々(5659)/様々(4357)/方々(4144)/色々(4027)/日々(3901)/少々(3620)/次々(3392)/個々(2960)/時々(2683)/徐々(2614)/堂々(1652)/等々(1441)/数々(1352)/種々(1350)/佐々木(1318)/久々(1276)/国々(1270)/年々(1173)/々(1129)
129	活	101678	520.5639	41.404	生活(42167)/活動(31444)/活用(7655)/活躍(4777)/活性(4053)/復活(2650)/活発(2247)/活力(1256)/活かし(665)/活字(646)/活気(635)/部活(617)/活(447)/活かす(234)/快活(188)/活き(150)/活路(111)/活況(110)/活き活き(108)/利活用(103)
130	相	101264	518.4443	41.575	相手(28843)/相談(18370)/相当(8686)/相(7507)/相互(5550)/首相(4987)/相続(3707)/相対(2439)/相場(2394)/相違(1696)/相性(1313)/相撲(1153)/外相(1012)/真相(929)/相関(919)/様相(706)/相殺(674)/相応(673)/相棒(476)/相模(402)
131	結	100395	513.9953	41.744	結果(29489)/結婚(16725)/結局(9597)/結構(7683)/結論(4053)/結合(2952)/締結(2502)/連結(2251)/結ぶ(1938)/結ん(1718)/結成(1655)/結核(1303)/結ば(1239)/結び(1231)/結晶(1160)/結びつい(1050)/終結(899)/結びつき(804)/凍結(769)/結びつけ(743)
132	四	100139	512.6846	41.913	四(74441)/四十(10484)/四百(1730)/四国(1326)/四方(1034)/四千(996)/四季(921)/四半(795)/四郎(677)/四角(652)/四、五(486)/四条(479)/四角い(404)/四川(337)/四肢(290)/四谷(261)/四球(236)/四捨(215)/四隅(195)/三、四(186)
133	産	96686	495.0062	42.076	生産(19395)/産業(15661)/資産(8881)/財産(6599)/動産(4242)/産(3701)/共産(3604)/水産(3384)/出産(3063)/遺産(1910)/倒産(1626)/産地(1591)/土産(1511)/通産(1309)/破産(1291)/国産(1251)/農産(1161)/産ん(854)/産物(776)/原産(767)
134	向	96519	494.1512	42.239	向け(14932)/方向(11552)/向かっ(9471)/傾向(8842)/向上(7518)/動向(4087)/向こう(3841)/向かう(3225)/向い(3053)/向き(2478)/志向(1781)/向かい(1723)/意向(1446)/向ける(1241)/前向き(1190)/向っ(1018)/一向(871)/向う(830)/日向(736)/振り向い(620)
135	品	95775	490.3421	42.401	品(19257)/商品(16367)/作品(16092)/製品(8748)/出品(7694)/食品(5712)/品質(2706)/部品(2614)/品種(1883)/品目(1616)/品物(1261)/上品(979)/物品(939)/新品(872)/品川(771)/薬品(674)/返品(562)/産品(464)/景品(381)/下品(318)
136	題	95670	489.8045	42.562	問題(71463)/課題(8555)/話題(5030)/主題(1584)/放題(1004)/宿題(883)/題(733)/題名(688)/題材(649)/議題(631)/命題(548)/題し(488)/表題(426)/題する(338)/本題(304)/出題(298)/例題(240)/難題(206)/題目(182)/原題(163)
137	無	95403	488.4376	42.723	無(15784)/無理(9512)/無い(9035)/無料(8558)/無視(4340)/無事(3167)/無駄(2762)/無線(2719)/有無(2164)/無く(1896)/無限(1570)/無効(1418)/無し(1363)/無言(1315)/無かっ(1189)/無数(1172)/無償(1097)/無用(860)/無縁(832)/無難(810)
138	受	95296	487.8898	42.884	受け(30666)/受ける(9064)/受付(4044)/受け入れ(3664)/受験(2893)/受診(2414)/受信(2281)/受講(2262)/受賞(1894)/受け付け(1837)/受給(1820)/受け取っ(1736)/引き受け(1234)/受け入れる(1148)/受け取る(1147)/受話(1085)/受注(1047)/受容(1034)/受け止め(1028)/受け取り(936)
139	設	93417	478.2698	43.042	施設(22566)/設定(14845)/建設(12038)/設置(11017)/設備(7016)/設計(5415)/設立(4862)/設け(4569)/開設(2312)/創設(2046)/新設(1696)/設ける(1043)/増設(603)/常設(341)/仮設(339)/併設(303)/敷設(283)/設問(276)/特設(263)/移設(184)
140	必	92937	475.8123	43.198	必要(70605)/必ず(13621)/必死(2957)/必然(1444)/必着(1161)/必須(1032)/必需(452)/必至(356)/必殺(285)/必見(228)/必勝(175)/必修(95)/必定(79)/必(75)/必携(70)/必らず(49)/必読(46)/未必(31)/必置(21)/必聴(19)
141	近	92712	474.6604	43.355	最近(21263)/近く(14396)/近い(9206)/近代(5655)/近年(4312)/近所(3709)/近づい(3386)/付近(3354)/身近(2704)/近づく(1560)/接近(1384)/近隣(1128)/近藤(1082)/近江(916)/近世(886)/近づき(829)/間近(817)/近畿(791)/近づけ(780)/近(729)
142	味	92599	474.0818	43.511	意味(39073)/味(9273)/興味(8211)/趣味(3469)/気味(3310)/美味しい(3157)/味噌(2491)/味方(1990)/味わい(1444)/風味(1202)/調味(1192)/味わっ(1043)/美味しかっ(934)/地味(928)/味わう(793)/美味しく(788)/味付け(637)/甘味(607)/吟味(550)/美味し(529)
143	調	92309	472.5971	43.667	調査(29492)/調べ(9576)/調整(9547)/調子(4022)/強調(3637)/口調(3160)/調理(2682)/調達(2558)/調べる(2462)/体調(1940)/調節(1767)/調和(1679)/順調(1673)/調停(1484)/調味(1192)/協調(1126)/調(1083)/好調(1008)/基調(922)/調書(653)
144	利	91476	468.3324	43.821	利用(35310)/利益(10210)/権利(9061)/便利(4332)/金利(3615)/勝利(3493)/有利(2153)/利子(1550)/利害(1302)/不利(1129)/利息(1119)/営利(1004)/利点(996)/利(815)/足利(763)/毛利(716)/利便(706)/利潤(652)/利回り(579)/利休(544)
145	加	91255	467.2009	43.975	参加(21851)/増加(15143)/加え(12197)/加入(5000)/追加(4507)/加工(4285)/加える(2310)/加減(2090)/加藤(1989)/加盟(1889)/加速(1747)/付加(1591)/加わっ(1558)/加熱(1201)/加算(1125)/添加(969)/加害(915)/加わる(789)/付け加え(600)/加わり(593)
146	田	90345	462.5420	44.128	田中(3983)/吉田(2433)/山田(2366)/田舎(2147)/秋田(1864)/田(1678)/武田(1564)/池田(1390)/岡田(1248)/世田谷(1247)/太田(1223)/上田(1189)/織田(1174)/和田(1107)/前田(1094)/福田(1091)/水田(1085)/神田(1061)/成田(1050)/豊田(1041)
147	能	90249	462.0505	44.280	可能(36370)/機能(18949)/能力(12501)/性能(3148)/芸能(2646)/才能(2068)/能(2026)/技能(1808)/本能(1398)/不能(1067)/知能(834)/堪能(691)/万能(592)/能率(569)/有能(562)/能登(465)/官能(418)/効能(385)/能動(327)/無能(320)
148	円	90061	461.0880	44.432	円(80310)/円滑(2168)/円高(1229)/円形(697)/楕円(434)/円盤(405)/円筒(332)/円満(330)/円安(324)/円柱(249)/後円(249)/円錐(227)/円周(155)/慈円(103)/円仁(97)/円山(96)/円板(93)/円卓(92)/半円(83)/大円(81)
149	点	89825	459.8797	44.584	点(42629)/時点(6323)/観点(4938)/視点(3686)/重点(2570)/拠点(2510)/地点(2025)/点検(2025)/焦点(1669)/得点(1479)/欠点(1209)/頂点(1075)/利点(996)/点数(958)/原点(891)/弱点(627)/点滴(609)/満点(608)/失点(568)/論点(545)
150	料	89743	459.4599	44.735	料(17971)/資料(13988)/料理(12796)/材料(8872)/無料(8558)/料金(6048)/燃料(3528)/食料(2582)/給料(2441)/原料(2052)/送料(1579)/肥料(1426)/有料(1421)/史料(1162)/飲料(1130)/飼料(841)/試料(520)/料亭(452)/塗料(433)/衣料(341)
151	付	89703	459.2551	44.886	付け(7582)/付き(4577)/交付(4398)/給付(4365)/付(4282)/受付(4044)/付い(3922)/付近(3354)/納付(2494)/付き合い(2308)/付き合っ(2137)/受け付け(1837)/付加(1591)/付属(1556)/貸付(1537)/取り付け(1401)/付ける(1397)/添付(1379)/送付(1326)/日付(1202)
152	九	89349	457.4427	45.037	九(79513)/九州(3421)/九十(2399)/九百(740)/九千(487)/北九州(485)/九郎(219)/九十九里(198)/九九(194)/新九郎(142)/九谷(98)/九条(95)/九重(85)/九龍(74)/勘九郎(70)/九紫(66)/九鬼(66)/九能(65)/庄九郎(58)/九死(48)
153	正	88737	454.3095	45.187	改正(8485)/正しい(5407)/正確(4992)/正直(4174)/正(3580)/適正(3570)/修正(3490)/正面(3282)/大正(3278)/正月(2705)/正しく(2562)/正式(2538)/正常(2506)/正当(2416)/公正(2309)/正午(2058)/不正(2030)/正義(1939)/正解(1601)/補正(1557)
154	重	88135	451.2274	45.336	重要(22636)/重(8037)/重視(3894)/重ね(3507)/体重(3419)/重い(3349)/重大(2963)/慎重(2722)/貴重(2683)/重点(2570)/尊重(2278)/重く(1634)/重量(1596)/三重(1032)/重なっ(997)/重力(889)/積み重ね(881)/重複(809)/重ねる(774)/重み(764)
